ID particle mass_GeV uncert spin_deg n_baryon n_strange X X X n_charge X
4000011	Sigma(2250)-	2.25	0.1	6	1	-1	0	0	1	-1	5 
4000010	Sigma(2250)0	2.25	0.1	6	1	-1	0	0	1	0	7 
4000009	Sigma(2250)+	2.25	0.1	6	1	-1	0	0	1	1	5 
4000008	f2(2220)	2.231	0.023	5	0	0	0	0	0	0	5 
4000007	a0(1950)+	1.931	0.271	1	0	0	0	0	1	1	2 
4000006	a0(1950)0	1.931	0.271	1	0	0	0	0	1	0	3 
4000005	X(1840)	1.842	0.083	1	0	0	0	0	0	0	2 
4000004	X(1835)	1.835	0.112	1	0	0	0	0	0	0	3 
4000003	K(1630)0	1.629	0.016	3	0	1	0	0	0.5	0	1 
4000002	K(1630)+	1.629	0.016	3	0	1	0	0	0.5	1	1 
4000001	a1(1420)+	1.414	0.153	3	0	0	0	0	1	1	2 
4000000	a1(1420)0	1.414	0.153	3	0	0	0	0	1	0	2 
2001076	f4(2300)	2.3	0.25	9	0	0	0	0	0	0	12 
2001075	f2(2150)	2.157	0.152	5	0	0	0	0	0	0	11 
2001074	f2(1950)	1.944	0.472	5	0	0	0	0	0	0	4 
2001073	f1(1510)	1.518	0.073	3	0	0	0	0	0	0	6 
2001071	eta2(1870)	1.842	0.225	5	0	0	0	0	0	0	10 
2001070	eta(1475)	1.476	0.085	1	0	0	0	0	0	0	9 
2001069	eta(1405)	1.409	0.051	1	0	0	0	0	0	0	7 
2001068	Sigma(2100)-	2.1	0.1	8	1	-1	0	0	0	-1	5 
2001067	Sigma(2100)0	2.1	0.1	8	1	-1	0	0	0	0	7 
2001066	Sigma(2100)+	2.1	0.1	8	1	-1	0	0	0	1	5 
2001065	rho(2150)0	2.155	0.32	3	0	0	0	0	0	0	8 
2001064	rho(2150)+	2.155	0.32	3	0	0	0	0	0	1	8 
2001063	rho(1900)0	1.9	0.1	3	0	0	0	0	0	0	2 
2001062	rho(1900)+	1.9	0.1	3	0	0	0	0	0	1	2 
2001061	pi2(1880)0	1.895	0.235	5	0	0	0	0	0	0	4 
2001060	pi2(1880)+	1.895	0.235	5	0	0	0	0	0	1	4 
2001059	N(1990)0	1.99	0.28	8	1	0	0	0	0	0	3 
2001058	N(1990)+	1.99	0.28	8	1	0	0	0	0	1	3 
2001057	Lambda(2020)	2.02	0.2	8	1	-1	0	0	0	0	3 
2001056	Ksi(2500)0	2.5	0.1	6	1	-2	0	0	0	0	11 
2001055	Ksi(2500)-	2.5	0.1	6	1	-2	0	0	0	-1	11 
2001054	Ksi(2370)0	2.37	0.08	6	1	-2	0	0	0	0	8 
2001053	Ksi(2370)-	2.37	0.08	6	1	-2	0	0	0	-1	8 
2001052	Ksi(2250)0	2.25	0.07	6	1	-2	0	0	0	0	11 
2001051	Ksi(2250)-	2.25	0.07	6	1	-2	0	0	0	-1	11 
2001050	Ksi(2120)0	2.12	0.02	6	1	-2	0	0	0	0	2 
2001049	Ksi(2120)-	2.12	0.02	6	1	-2	0	0	0	-1	2 
2001048	Ksi(1620)0	1.62	0.03	4	1	-2	0	0	0	0	3 
2001047	Ksi(1620)-	1.62	0.03	4	1	-2	0	0	0	-1	3 
2001046	K5*(2380)0	2.382	0.178	11	0	1	0	0	0	0	3 
2001045	K5*(2380)+	2.382	0.178	11	0	1	0	0	0	1	3 
2001044	K4(2500)0	2.49	0.25	9	0	1	0	0	0	0	2 
2001043	K4(2500)+	2.49	0.25	9	0	1	0	0	0	1	2 
2001042	K3(2320)0	2.324	0.15	7	0	1	0	0	0	0	2 
2001041	K3(2320)+	2.324	0.15	7	0	1	0	0	0	1	2 
2001040	K2(2250)0	2.247	0.18	5	0	1	0	0	0	0	7 
2001039	K2(2250)+	2.247	0.18	5	0	1	0	0	0	1	7 
2001038	K(1830)0	1.83	0.25	1	0	1	0	0	0	0	2 
2001037	K(1830)+	1.83	0.25	1	0	1	0	0	0	1	2 
2001036	K(1460)0	1.46	0.255	1	0	1	0	0	0	0	7 
2001035	K(1460)+	1.46	0.255	1	0	1	0	0	0	1	7 
2001034	Delta(2950)-	2.95	0.5	16	1	0	0	0	0	-1	2 
2001033	Delta(2950)0	2.95	0.5	16	1	0	0	0	0	0	3 
2001032	Delta(2950)+	2.95	0.5	16	1	0	0	0	0	1	3 
2001031	Delta(2950)++	2.95	0.5	16	1	0	0	0	0	2	2 
2001030	Delta(2750)-	2.75	0.425	14	1	0	0	0	0	-1	2 
2001029	Delta(2750)0	2.75	0.425	14	1	0	0	0	0	0	3 
2001028	Delta(2750)+	2.75	0.425	14	1	0	0	0	0	1	3 
2001027	Delta(2750)++	2.75	0.425	14	1	0	0	0	0	2	2 
2001026	Delta(2400)-	2.4	0.6	10	1	0	0	0	0	-1	2 
2001025	Delta(2400)0	2.4	0.6	10	1	0	0	0	0	0	3 
2001024	Delta(2400)+	2.4	0.6	10	1	0	0	0	0	1	3 
2001023	Delta(2400)++	2.4	0.6	10	1	0	0	0	0	2	2 
2001014	Delta(2300)-	2.3	0.3	10	1	0	0	0	0	-1	2 
2001013	Delta(2300)0	2.3	0.3	10	1	0	0	0	0	0	3 
2001012	Delta(2300)+	2.3	0.3	10	1	0	0	0	0	1	3 
2001011	Delta(2300)++	2.3	0.3	10	1	0	0	0	0	2	2 
2001002	a6(2450)0	2.45	0.4	13	0	0	0	0	0	0	3 
2001001	a6(2450)+	2.45	0.4	13	0	0	0	0	0	1	2 
2000125	N(2700)0	2.7	0.436158087	14	1	0	0	0	0	0	3 
2000124	N(2700)+	2.7	0.436121728	14	1	0	0	0	0	1	3 
2000099	Delta(2420)0	2.42	0.4	12	1	0	0	0	0	0	3 
2000098	Delta(2420)+	2.42	0.4	12	1	0	0	0	0	1	3 
2000097	Delta(2420)++	2.42	0.4	12	1	0	0	0	0	2	2 
2000096	N(2600)0	2.6	0.65	12	1	0	0	0	0	0	3 
2000095	N(2600)+	2.6	0.65	12	1	0	0	0	0	1	3 
2000094	N(2250)0	2.275	0.5	10	1	0	0	0	0	0	3 
2000093	N(2250)+	2.275	0.5	10	1	0	0	0	0	1	3 
2000092	N(2220)0	2.25	0.4	10	1	0	0	0	0	0	3 
2000091	N(2220)+	2.25	0.4	10	1	0	0	0	0	1	3 
2000073	phi(2170)	2.175	0.061	3	0	0	0	0	0	0	7 
2000072	f0(2330)	2.33	0.44	1	0	0	0	0	0	0	1 
2000071	f0(2200)	2.2	0.44	1	0	0	0	0	0	0	1 
2000070	rho3(2250)0	2.25	0.188	7	0	0	0	0	0	0	1 
2000069	rho3(2250)+	2.25	0.188	7	0	0	0	0	0	1	1 
2000068	eta(2225)	2.225	0.096	1	0	0	0	0	0	0	1 
2000067	K2*(1980)0	1.98	0.109	5	0	1	0	0	0	0	6 
2000066	K2*(1980)+	1.98	0.0985	5	0	1	0	0	0	1	6 
2000065	f0(2100)	2.1	0.44	1	0	0	0	0	0	0	1 
2000064	K0*(1950)0	1.95	0.294	1	0	1	0	0	0	0	3 
2000063	K0*(1950)+	1.95	0.294	1	0	1	0	0	0	1	3 
2000062	pi2(2100)0	2.09	0.625	5	0	0	0	0	0	0	7 
2000061	pi2(2100)+	2.09	0.625	5	0	0	0	0	0	1	6 
2000060	h1(1595)	1.594	0.384	3	0	0	0	0	0	0	2 
2000059	rho(1570)0	1.57	0.31	3	0	0	0	0	0	0	1 
2000058	rho(1570)+	1.57	0.31	3	0	0	0	0	0	1	1 
2000057	f2(1565)	1.565	0.076	5	0	0	0	0	0	0	4 
2000056	Sigma(2080)-	2.08	0.19	4	1	-1	0	0	0	-1	4 
2000055	Sigma(2080)0	2.08	0.19	4	1	-1	0	0	0	0	6 
2000054	Sigma(2080)+	2.08	0.19	4	1	-1	0	0	0	1	4 
2000053	Sigma(2070)-	2.07	0.12	6	1	-1	0	0	0	-1	4 
2000052	Sigma(2070)0	2.07	0.12	6	1	-1	0	0	0	0	6 
2000051	Sigma(2070)+	2.07	0.12	6	1	-1	0	0	0	1	4 
2000050	Sigma(2000)-	2	0.09	2	1	-1	0	0	0	-1	5 
2000049	Sigma(2000)0	2	0.09	2	1	-1	0	0	0	0	7 
2000048	Sigma(2000)+	2	0.09	2	1	-1	0	0	0	1	5 
2000047	Sigma(1940)P-	1.941	0.4	4	1	-1	0	0	0	-1	7 
2000046	Sigma(1940)P0	1.941	0.4	4	1	-1	0	0	0	0	10 
2000045	Sigma(1940)P+	1.941	0.4	4	1	-1	0	0	0	1	7 
2000044	Sigma(1900)-	1.9	0.191	2	1	-1	0	0	0	-1	4 
2000043	Sigma(1900)0	1.9	0.191	2	1	-1	0	0	0	0	6 
2000042	Sigma(1900)+	1.9	0.191	2	1	-1	0	0	0	1	4 
2000041	Sigma(1880)-	1.88	0.1	2	1	-1	0	0	0	-1	5 
2000040	Sigma(1880)0	1.88	0.1	2	1	-1	0	0	0	0	7 
2000039	Sigma(1880)+	1.88	0.1	2	1	-1	0	0	0	1	5 
2000038	Sigma(1840)-	1.84	0.1	4	1	-1	0	0	0	-1	5 
2000037	Sigma(1840)0	1.84	0.1	4	1	-1	0	0	0	0	7 
2000036	Sigma(1840)+	1.84	0.1	4	1	-1	0	0	0	1	5 
2000035	Sigma(1770)-	1.77	0.1	2	1	-1	0	0	0	-1	5 
2000034	Sigma(1770)0	1.77	0.1	2	1	-1	0	0	0	0	7 
2000033	Sigma(1770)+	1.77	0.1	2	1	-1	0	0	0	1	5 
2000032	Sigma(1730)-	1.727	0.276	4	1	-1	0	0	0	-1	5 
2000031	Sigma(1730)0	1.727	0.276	4	1	-1	0	0	0	0	7 
2000030	Sigma(1730)+	1.727	0.276	4	1	-1	0	0	0	1	5 
2000029	Sigma(1620)-	1.62	0.09	2	1	-1	0	0	0	-1	5 
2000028	Sigma(1620)0	1.62	0.09	2	1	-1	0	0	0	0	7 
2000027	Sigma(1620)+	1.62	0.09	2	1	-1	0	0	0	1	5 
2000026	Sigma(1580)-	1.58	0.015	4	1	-1	0	0	0	-1	5 
2000025	Sigma(1580)0	1.58	0.015	4	1	-1	0	0	0	0	7 
2000024	Sigma(1580)+	1.58	0.015	4	1	-1	0	0	0	1	5 
2000020	N(2120)0	2.12	0.304641544	4	1	0	0	0	0	0	8 
2000019	N(2120)+	2.12	0.304637173	4	1	0	0	0	0	1	8 
2000016	N(2060)0	2.06	0.291036384	6	1	0	0	0	0	0	16 
2000015	N(2060)+	2.06	0.291035323	6	1	0	0	0	0	1	16 
2000012	N(2000)0	2.05	0.277431225	6	1	0	0	0	0	0	12 
2000011	N(2000)+	2.05	0.277433472	6	1	0	0	0	0	1	12 
2000010	N(1900)0	1.9	0.2	4	1	0	0	0	0	0	9 
2000009	N(1900)+	1.9	0.2	4	1	0	0	0	0	1	9 
2000008	N(1895)0	1.895	0.253622195	2	1	0	0	0	0	0	11 
2000007	N(1895)+	1.895	0.253630234	2	1	0	0	0	0	1	12 
2000006	N(1880)0	1.87	0.247953379	2	1	0	0	0	0	0	13 
2000005	N(1880)+	1.87	0.247962796	2	1	0	0	0	0	1	13 
2000004	N(1875)0	1.875	0.249087142	4	1	0	0	0	0	0	10 
2000003	N(1875)+	1.875	0.249096284	4	1	0	0	0	0	1	10 
2000002	N(1860)0	1.86	0.245685852	6	1	0	0	0	0	0	7 
2000001	N(1860)+	1.86	0.245695821	6	1	0	0	0	0	1	7 
200211	pi(1800)+	1.801	0.21	1	0	0	0	0	0	1	6 
200111	pi(1800)0	1.801	0.21	1	0	0	0	0	0	0	7 
100335	f2(2010)	2.011	0.202	5	0	0	0	0	0	0	3 
100333	phi(1680)	1.68	0.15	3	0	0	0	0	0	0	6 
100323	K*(1410)+	1.414	0.232	3	0	1	0	0	0	1	7 
100313	K*(1410)0	1.414	0.232	3	0	1	0	0	0	0	7 
100223	omega(1420)	1.419	0.174	3	0	0	0	0	0	0	5 
100221	eta(1295)	1.293	0.055	1	0	0	0	0	0	0	6 
100213	rho(1450)+	1.465	0.4	3	0	0	0	0	0	1	4 
100211	pi(1300)+	1.3	0.4	1	0	0	0	0	0	1	5 
100113	rho(1450)0	1.465	0.4	3	0	0	0	0	0	0	5 
100111	pi(1300)0	1.3	0.4	1	0	0	0	0	0	0	6 
53122	Lambda(1810)	1.81	0.15	2	1	-1	0	0	0	0	5 
43324	Ksi(2030)0	2.025	0.02	6	1	-2	0	0	0	0	3 
43314	Ksi(2030)-	2.025	0.02	6	1	-2	0	0	0	-1	3 
43122	Lambda(1800)	1.8	0.3	2	1	-1	0	0	0	0	12 
42212	N(1710)+	1.71	0.1	2	1	0	0	0	0	1	10 
42112	N(1710)0	1.71	0.1	2	1	0	0	0	0	0	10 
33324	Ksi(1950)0	1.95	0.06	4	1	-2	0	0	0	0	3 
33314	Ksi(1950)-	1.95	0.06	4	1	-2	0	0	0	-1	3 
33122	Lambda(1670)	1.67	0.035	2	1	-1	0	0	0	0	12 
32224	Delta(1600)++	1.6	0.32	4	1	0	0	0	0	2	4 
32214	Delta(1600)+	1.6	0.32	4	1	0	0	0	0	1	7 
32212	N(1650)+	1.655	0.14	2	1	0	0	0	0	1	12 
32124	N(1720)+	1.72	0.25	4	1	0	0	0	0	1	6 
32114	Delta(1600)0	1.6	0.32	4	1	0	0	0	0	0	7 
32112	N(1650)0	1.655	0.14	2	1	0	0	0	0	0	12 
31214	N(1720)0	1.72	0.25	4	1	0	0	0	0	0	6 
31114	Delta(1600)-	1.6	0.32	4	1	0	0	0	0	-1	4 
30323	K*(1680)+	1.717	0.322	3	0	1	0	0	0	1	6 
30313	K*(1680)0	1.717	0.322	3	0	1	0	0	0	0	6 
30223	omega(1650)	1.649	0.22	3	0	0	0	0	0	0	5 
30213	rho(1700)+	1.7	0.24	3	0	0	0	0	0	1	7 
30113	rho(1700)0	1.7	0.24	3	0	0	0	0	0	0	7 
23324	Ksi(1690)0	1.69	0.03	4	1	-2	0	0	0	0	9 
23314	Ksi(1690)-	1.69	0.03	4	1	-2	0	0	0	-1	9 
23224	Sigma(1940)M+	1.94	0.22	4	1	-1	0	0	0	1	4 
23222	Sigma(1750)+	1.75	0.09	2	1	-1	0	0	0	1	5 
23214	Sigma(1940)M0	1.94	0.22	4	1	-1	0	0	0	0	6 
23212	Sigma(1750)0	1.75	0.09	2	1	-1	0	0	0	0	7 
23126	Lambda(2110)	2.11	0.2	6	1	-1	0	0	0	0	12 
23124	Lambda(1890)	1.89	0.1	4	1	-1	0	0	0	0	11 
23122	Lambda(1600)	1.6	0.15	2	1	-1	0	0	0	0	6 
23114	Sigma(1940)M-	1.94	0.22	4	1	-1	0	0	0	-1	4 
23112	Sigma(1750)-	1.75	0.09	2	1	-1	0	0	0	-1	5 
22224	Delta(1920)++	1.92	0.26	4	1	0	0	0	0	2	6 
22222	Delta(1910)++	1.89	0.28	2	1	0	0	0	0	2	5 
22214	Delta(1920)+	1.92	0.26	4	1	0	0	0	0	1	10 
22212	N(1535)+	1.535	0.15	2	1	0	0	0	0	1	9 
22124	N(1700)+	1.7	0.15	4	1	0	0	0	0	1	6 
22122	Delta(1910)+	1.89	0.28	2	1	0	0	0	0	1	8 
22114	Delta(1920)0	1.92	0.26	4	1	0	0	0	0	0	10 
22112	N(1535)0	1.535	0.15	2	1	0	0	0	0	0	9 
21214	N(1700)0	1.7	0.15	4	1	0	0	0	0	0	6 
21212	Delta(1910)0	1.89	0.28	2	1	0	0	0	0	0	8 
21114	Delta(1920)-	1.92	0.26	4	1	0	0	0	0	-1	6 
21112	Delta(1910)-	1.89	0.28	2	1	0	0	0	0	-1	5 
20333	f1(1420)	1.426	0.0555	3	0	0	0	0	0	0	6 
20325	K2(1820)+	1.816	0.276	5	0	1	0	0	0	1	10 
20323	K1(1400)+	1.402	0.174	3	0	1	0	0	0	1	5 
20315	K2(1820)0	1.816	0.276	5	0	1	0	0	0	0	10 
20313	K1(1400)0	1.402	0.174	3	0	1	0	0	0	0	5 
20223	f1(1285)	1.282	0.024	3	0	0	0	0	0	0	11 
20213	a1(1260)+	1.23	0.425	3	0	0	0	0	0	1	2 
20113	a1(1260)0	1.23	0.425	3	0	0	0	0	0	0	2 
13334	Omega(2250)	2.252	0.055	4	1	-3	0	0	1	-1	2 
13324	Ksi(1820)0	1.823	0.024	4	1	-2	0	0	0	0	7 
13314	Ksi(1820)-	1.823	0.024	4	1	-2	0	0	0	-1	7 
13226	Sigma(1915)+	1.915	0.12	6	1	-1	0	0	0	1	6 
13224	Sigma(1670)+	1.67	0.06	4	1	-1	0	0	0	1	4 
13222	Sigma(1660)+	1.66	0.1	2	1	-1	0	0	0	1	4 
13216	Sigma(1915)0	1.915	0.12	6	1	-1	0	0	0	0	9 
13214	Sigma(1670)0	1.67	0.06	4	1	-1	0	0	0	0	5 
13212	Sigma(1660)0	1.66	0.1	2	1	-1	0	0	0	0	6 
13126	Lambda(1830)	1.83	0.095	6	1	-1	0	0	0	0	9 
13124	Lambda(1690)	1.69	0.06	4	1	-1	0	0	0	0	11 
13122	Lambda(1405)	1.406	0.05	2	1	-1	0	0	0	0	3 
13116	Sigma(1915)-	1.915	0.12	6	1	-1	0	0	0	-1	6 
13114	Sigma(1670)-	1.67	0.06	4	1	-1	0	0	0	-1	4 
13112	Sigma(1660)-	1.66	0.1	2	1	-1	0	0	0	-1	4 
12226	Delta(1930)++	1.93	0.35	6	1	0	0	0	0	2	2 
12224	Delta(1700)++	1.7	0.3	4	1	0	0	0	0	2	3 
12216	N(1680)+	1.685	0.13	6	1	0	0	0	0	1	8 
12214	Delta(1700)+	1.7	0.3	4	1	0	0	0	0	1	5 
12212	N(1440)+	1.43	0.35	2	1	0	0	0	0	1	8 
12126	Delta(1930)+	1.93	0.35	6	1	0	0	0	0	1	4 
12116	N(1680)0	1.685	0.13	6	1	0	0	0	0	0	8 
12114	Delta(1700)0	1.7	0.3	4	1	0	0	0	0	0	5 
12112	N(1440)0	1.43	0.35	2	1	0	0	0	0	0	8 
11216	Delta(1930)0	1.93	0.35	6	1	0	0	0	0	0	4 
11116	Delta(1930)-	1.93	0.35	6	1	0	0	0	0	-1	2 
11114	Delta(1700)-	1.7	0.3	4	1	0	0	0	0	-1	3 
10333	h1(1380)	1.3861	0.091	3	0	0	0	0	0	0	5 
10331	f0(1710)	1.713	0.125	1	0	0	0	0	0	0	6 
10325	K2(1770)+	1.773	0.186	5	0	1	0	0	0	1	5 
10323	K1(1270)+	1.2731	0.09	3	0	1	0	0	0	1	8 
10321	K0*(1430)+	1.412	0.294	1	0	1	0	0	0	1	3 
10315	K2(1770)0	1.773	0.186	5	0	1	0	0	0	0	5 
10313	K1(1270)0	1.2731	0.09	3	0	1	0	0	0	0	8 
10311	K0*(1430)0	1.412	0.294	1	0	1	0	0	0	0	3 
10225	eta2(1645)	1.617	0.181	5	0	0	0	0	0	0	4 
10223	h1(1170)	1.17	0.36	3	0	0	0	0	0	0	4 
10221	f0(1370)	1.35	0.35	1	0	0	0	0	0	0	6 
10215	pi2(1670)+	1.67	0.259	5	0	0	0	0	0	1	5 
10213	b1(1235)+	1.23	0.142	3	0	0	0	0	0	1	3 
10211	a0(1450)+	1.474	0.265	1	0	0	0	0	0	1	3 
10115	pi2(1670)0	1.67	0.259	5	0	0	0	0	0	0	7 
10113	b1(1235)0	1.23	0.142	3	0	0	0	0	0	0	3 
10111	a0(1450)0	1.474	0.265	1	0	0	0	0	0	0	4 
3334	Omega	1.67245	0	4	1	-3	0	0	0	-1	1 
3324	Ksi(1530)0	1.5318	0.0091	4	1	-2	0	0	0	0	2 
3322	Ksi0	1.31483	0	2	1	-2	0	0	0	0	1 
3314	Ksi(1530)-	1.535	0.0099	4	1	-2	0	0	0	-1	2 
3312	Ksi-	1.32131	0	2	1	-2	0	0	0	-1	1 
3228	Sigma(2030)+	2.03	0.18	8	1	-1	0	0	0	1	11 
3226	Sigma(1775)+	1.775	0.12	6	1	-1	0	0	0	1	7 
3224	Sigma(1385)+	1.3828	0.036	4	1	-1	0	0	0	1	3 
3222	Sigma+	1.1894	0	2	1	-1	0	0	0	1	1 
3218	Sigma(2030)0	2.03	0.18	8	1	-1	0	0	0	0	14 
3216	Sigma(1775)0	1.775	0.12	6	1	-1	0	0	0	0	8 
3214	Sigma(1385)0	1.3837	0.036	4	1	-1	0	0	0	0	4 
3212	Sigma0	1.1926	0	2	1	-1	0	0	0	0	1 
3128	Lambda(2100)	2.1	0.2	8	1	-1	0	0	0	0	12 
3126	Lambda(1820)	1.82	0.08	6	1	-1	0	0	0	0	11 
3124	Lambda(1520)	1.5195	0.0156	4	1	-1	0	0	0	0	11 
3122	Lambda	1.11568	0	2	1	-1	0	0	0	0	1 
3118	Sigma(2030)-	2.03	0.18	8	1	-1	0	0	0	-1	11 
3116	Sigma(1775)-	1.775	0.12	6	1	-1	0	0	0	-1	7 
3114	Sigma(1385)-	1.3872	0.0394	4	1	-1	0	0	0	-1	3 
3112	Sigma-	1.1975	0	2	1	-1	0	0	0	-1	1 
2248	Delta(1750)-	1.75	0.248270365	2	1	0	0	0	0	-1	4 
2247	Delta(1750)+	1.75	0.220759095	2	1	0	0	0	0	1	7 
2246	Delta(1750)++	1.75	0.248270365	2	1	0	0	0	0	2	4 
2245	Delta(1750)0	1.75	0.22074306	2	1	0	0	0	0	0	7 
2244	Delta(2150)-	2.15	0.15	2	1	0	0	0	0	-1	2 
2243	Delta(2150)+	2.15	0.15	2	1	0	0	0	0	1	3 
2242	Delta(2150)++	2.15	0.15	2	1	0	0	0	0	2	2 
2241	Delta(2150)0	2.15	0.15	2	1	0	0	0	0	0	3 
2240	Delta(2200)-	2.2	0.4	8	1	0	0	0	0	-1	2 
2239	Delta(2200)+	2.2	0.4	8	1	0	0	0	0	1	3 
2238	Delta(2200)++	2.2	0.4	8	1	0	0	0	0	2	2 
2237	Delta(2200)0	2.2	0.4	8	1	0	0	0	0	0	3 
2236	Delta(2350)-	2.35	0.35	6	1	0	0	0	0	-1	2 
2235	Delta(2350)+	2.35	0.35	6	1	0	0	0	0	1	3 
2234	Delta(2350)++	2.35	0.35	6	1	0	0	0	0	2	2 
2233	Delta(2350)0	2.35	0.35	6	1	0	0	0	0	0	3 
2232	Delta(2390)-	2.39	0.3	8	1	0	0	0	0	-1	2 
2231	Delta(2390)+	2.39	0.3	8	1	0	0	0	0	1	3 
2230	Delta(2390)++	2.39	0.3	8	1	0	0	0	0	2	2 
2229	Delta(2390)0	2.39	0.3	8	1	0	0	0	0	0	3 
2228	Delta(1950)++	1.93	0.285	8	1	0	0	0	0	2	4 
2226	Delta(1905)++	1.88	0.33	6	1	0	0	0	0	2	4 
2224	Delta(1232)++	1.232	0.12	4	1	0	0	0	0	2	1 
2222	Delta(1620)++	1.63	0.14	2	1	0	0	0	0	2	3 
2218	Delta(1950)+	1.93	0.285	8	1	0	0	0	0	1	7 
2216	N(1675)+	1.675	0.15	6	1	0	0	0	0	1	6 
2214	Delta(1232)+	1.232	0.12	4	1	0	0	0	0	1	2 
2128	N(2190)+	2.19	0.5	8	1	0	0	0	0	1	8 
2126	Delta(1905)+	1.88	0.33	6	1	0	0	0	0	1	7 
2124	N(1520)+	1.515	0.115	4	1	0	0	0	0	1	8 
2122	Delta(1620)+	1.63	0.14	2	1	0	0	0	0	1	5 
2118	Delta(1950)0	1.93	0.285	8	1	0	0	0	0	0	7 
2116	N(1675)0	1.675	0.15	6	1	0	0	0	0	0	6 
2114	Delta(1232)0	1.232	0.12	4	1	0	0	0	0	0	2 
1218	N(2190)0	2.19	0.5	8	1	0	0	0	0	0	8 
1216	Delta(1905)0	1.88	0.33	6	1	0	0	0	0	0	7 
1214	N(1520)0	1.515	0.115	4	1	0	0	0	0	0	8 
1212	Delta(1620)0	1.63	0.14	2	1	0	0	0	0	0	5 
1145	Lambda(2325)	2.325	0.208988077	4	1	-1	0	0	0	0	4 
1144	Lambda(2050)	2.056	0.493	4	1	-1	0	0	0	0	11 
1143	Lambda(1710)	1.713	0.18	2	1	-1	0	0	0	0	11 
1142	Lambda(2000)	2	0.149885469	2	1	-1	0	0	0	0	4 
1141	Delta(2000)-	2	0.25218341	6	1	0	0	0	0	-1	5 
1140	Delta(2000)0	2	0.277431225	6	1	0	0	0	0	0	8 
1139	Delta(2000)+	2	0.277433472	6	1	0	0	0	0	1	8 
1138	Delta(2000)++	2	0.25218341	6	1	0	0	0	0	2	5 
1137	Delta(1940)-	2	0.35	4	1	0	0	0	0	-1	7 
1136	Delta(1940)0	2	0.35	4	1	0	0	0	0	0	10 
1135	Delta(1940)+	2	0.35	4	1	0	0	0	0	1	11 
1134	Delta(1940)++	2	0.35	4	1	0	0	0	0	2	7 
1133	Delta(1900)-	1.86	0.249835583	2	1	0	0	0	0	-1	6 
1132	Delta(1900)0	1.86	0.243418326	2	1	0	0	0	0	0	10 
1131	Delta(1900)+	1.86	0.243428846	2	1	0	0	0	0	1	10 
